593,Hannibal Lecter
593,psychiatrist
593,psychology
593,serial killer
595,affectionate
595,animation
595,beautiful
595,Disney animated feature
595,fairy tale
595,France
595,gentle
595,heartwarming
595,heroine
595,humorous
595,kids and family
595,Oscar (Best Music - Original Score)
595,Oscar (Best Music - Original Song)
595,redemption
595,slow
595,whimsical
597,plot:client falls in love with sex worker
597,PROSTITUTES
597,prostitution
608,black comedy
608,crime
608,crime gone awry
608,dark comedy
608,disturbing in a bad way
608,hostage
608,kidnapping
608,murder
608,police
608,violent
648,Classic Thriller
648,confusing
648,confusing plot
648,espionage
648,military
648,murder
648,suspense
654,drama
654,german
733,Alcatraz
733,biological warfare
733,prison
733,R
733,setting:Alcatraz
733,setting:prison
733,terrorism
733,thriller
736,disaster
736,natural disaster
736,science
736,thriller
736,twist ending
780,alien invasion
780,apocalypse
780,conspiracy theory
780,disaster
780,end of the world
780,tense
780,war
858,crime
858,drama
858,Mafia
858,melancholy
858,Nudity (Topless)
858,organized crime
986,Animal movie
1025,animated
1025,animation
1025,Cartoon
1025,children
1025,Disney
1025,fantasy
1025,King Arthur
1025,musical
1029,animals
1029,animation
1029,Betamax
1029,children cartoon
1029,disturbing clown content
1029,elephants
1029,musical
1029,orphaned cartoon character
1029,Oscar (Best Music - Original Score)
1029,sad. again with the dying animated animals
1029,subgenre:fable
1029,talking animals
1196,war
1198,Nazis
1198,racism
1198,World War II
1210,drama
1210,violent
1210,war
2028,disturbing
2028,drama
2028,enormously long battle scene
2028,Oscar (Best Sound)
2028,violent
2028,war
2028,World War II
2048,animation
2048,kids
2048,kids and family
2048,mouse
2083,fun movie
2083,mummy
2083,talking animals
2085,animals
2085,animation
2085,cute
2085,disney animated feature
2085,dog
2085,dogs
2085,fashion
2085,fun
2085,great animated film
2085,kids and family
2085,kids movie
2090,Animation
2090,child abuse
2090,mouse
2090,revenge
2102,surreal
2499,bizarre
2499,cancer
2571,cult film
2571,dystopia
2571,fight scenes
2571,Keanu Reeves
2571,martial arts
2571,philosophy
2571,post apocalyptic
2571,post-apocalyptic
2571,surreal
2571,thriller
2762,AFI 100 (Thrills)
2762,Drama
2762,ghosts/afterlife
2762,mindfuck
2762,psychology
2762,somber
2762,surprise ending
2762,suspense
2762,twist ending
2846,cats
2846,cats and dogs
2846,Cute animals
2846,dogs
2846,heartwarming
2846,kids
2858,black comedy
2858,dark comedy
2858,Nudity (Topless - Notable)
2858,reflective
2858,satirical
2858,sexuality
2858,surrealism
2858,thought-provoking
2858,violence
2886,elmo
2886,muppets
2886,vanessa l. williams
2899,children
3157,cats
3157,cheesy
3157,childre
3157,comedy
3157,kids
3157,kids movie
3157,mouse
3157,talking animals
3157,talking mouse
3397,children
3397,light
3397,talking animals
3398,great childhood movie
3398,talking animals
3412,animals
3412,Animals die :(
3412,family
3412,hunting
3751,animals
3751,animation
3751,birds
3751,children
3751,claymation
3751,family
3751,funny
3751,happy
3751,humor
3751,humorous
3751,stop motion
3751,talking animals
3820,children
3820,Thomas the Tank Engine
3820,trains
4016,Disney
4016,Disney animated feature
4016,empty
4016,G
4016,ostensibly for kids but: chock full o' prejudice:sexism & ageism
5444,animation
5444,Children
5444,cute
5444,Disney animated feature
5444,family
5444,fun
5444,funny
5444,heartbreaking
5444,kids
5444,life
5444,redemption
6377,animation
6377,birds
6377,children
6377,Comedy
6377,feel good movie
6377,funny
6377,memory loss
6377,ocean
6377,talking animals
6377,underwater
6618,cantonese
8574,Christmas
8574,claymation
8574,comedy
8574,funny
8574,holiday
8574,Motown
8574,musical
8574,short
8711,jaded
8765,crime
8765,fugitive
8765,thriller
8920,alcoholism
8920,drama
8961,animation
8961,comedy
8961,family
8961,funny
26048,drama
26048,japanese
26048,war
26133,mental illness
26133,short
31193,cartoon
31193,disney
31193,mental illness
31193,series:Pooh
31687,Disney
33340,japanese
46948,basketball
46948,claymation
46948,friends
46948,games
46948,halloween
46948,Halloween theme
46948,haunted house
46948,house
46948,Motion Capture
50601,bullying
50601,death of a child
50601,sad
50872,animation
50872,books
50872,cooking
50872,Family
50872,food
50872,food/cooking
50872,France
50872,funny
50872,imaginary friend
50872,imagination
50872,rats
50872,talking animals
52287,kids and family
54248,dark
54248,DARK COMEDY
54248,insanity
54248,killing
57504,drama
57504,japan
57504,japanese
58299,elephants
58299,happy ending
58299,jungle
58299,talking animals
59549,coming out
59549,gay
59549,gay character
59549,gay lead character
59549,gay relationship
59549,gay romance
59549,homosexuality
59784,animals
59784,animation
59784,comedy
59784,food
59784,kids
59784,violence
60020,blood
60020,drama
60020,hurt
60020,jet li
60020,war
60069,adventure
60069,animated
60069,animation
60069,dystopia
60069,environmental
60069,family
60069,heartfelt
60069,love
60069,post-apocalyptic
60382,documentary
63312,dark
63312,german
63312,thirty years' war
63312,war
63540,dogs
63540,talking animals
64993,drama
64993,japanese
64993,love
64993,nature
68486,action
68486,drama
68486,mandarin
68486,war
68954,adventure
68954,computer animation
68954,divorce
68954,dogs
68954,dreams
68954,feel good movie
68954,friendship
68954,happy ending
68954,heartbreaking
68954,mourning
68954,pretty
68954,sappy
68954,sweet
68954,talking animals
70334,comedy
70334,disney
70334,drama
70334,happy
70334,kids movie
70334,music
70334,musical
364,animals
364,disney
364,lions
32587,film noir comic book
3272,Catholicism
4857,Judaism
26974,Bizarre
150,space
541,SF
924,SF
924,space
1036,definitive
1212,love this movie
1214,SF
1214,space
1230,romantic
1240,SF
1252,love this movie
1584,SF
1639,romantic
1653,SF
2009,SF
2076,love this movie
2311,space
3503,SF
3703,SF
4416,SF
4848,love this movie
5349,love this movie
6979,SF
7128,SF
8638,romantic
8914,love this movie
8914,SF
8914,time travel
26554,SF
6373,jim carrey as god=scary
1292,naive
1292,Oscar (Best Supporting Actor)
1292,Peter Sellers
1292,television
54426,communism
54426,Corneliu Porumboiu
54426,original
54426,Romania
71108,anger
71108,atmospheric
71108,black and white
71108,Golden Palm
71108,Michael Haneke
71108,no soundtrack
71108,Palme d'Or
71108,small town
71108,suspense
71108,thought-provoking
83184,characters
83184,dark ending
83184,Korean
83184,too long
83184,violence
88690,edgar allan poe
88690,mistery
88690,murder
88690,stupid plot
89000,acting
89000,Argentina
89000,lawyers
89000,police corruption
89000,Ricardo Darin
90531,classical music
90531,frustration
90531,long takes
90531,New York City
90531,running scene
90531,self-destruction
91529,dark
91529,imdb top 250
91529,intense
91529,plot twist
91535,fast paced
91535,franchise
91535,genetic engineering
91535,Rachel Weisz
91535,spies
93164,Character study
93164,hitchcockian
93164,murder
93164,obsession
93164,suspense
94864,aliens
94864,bad plot
94864,boring
94864,predictable
94864,scary
94864,sci fi
94864,space travel
95441,bromance
95441,buddy movie
95441,crude humor
95441,directorial debut
95441,Mark Wahlberg
95441,Mila Kunis
95441,Nudity (Topless)
96415,buddhism
96415,Korean
96415,sci fi
96415,script fail
96415,Short Stories
96415,zombies
96861,happy ending
96861,kidnapping
96861,predictable
96861,Revenge
97752,atmospheric
97752,independent film
97752,multiple roles
97752,visually appealing
98122,computer game
98122,indie
98122,Microsoft
98122,software developers
98809,adventure
98809,author:J. R. R. Tolkein
98809,beautiful scenery
98809,big budget
98809,epic
98809,franchise
98809,magic
98809,Middle Earth
98809,Peter Jackson
98809,too long
527,biopic
527,historical
527,Holocaust
527,WWII
1203,courtroom drama
1215,ancient book
1215,black comedy
1215,campy
1215,cult horror
1215,dark humor
1215,demon possession
1215,demons
1215,evil spirits
1215,heroic
1215,isolation
1215,Necronomicon
1215,occult
1215,possession
1215,undead
1215,wilderness
1261,ancient book
1261,black comedy
1261,cult horror
1261,dark humor
1261,demon possession
1261,demons
1261,evil spirits
1261,heroic
1261,isolation
1261,Necronomicon
1261,occult
1261,possession
1261,undead
1261,wilderness
1645,antichrist
1645,courtroom drama
1645,demons
1645,devil
1645,fallen angel
1645,lucifer
1645,occult
1645,satan
1645,sin
1645,temptation
2560,legend
2560,survival
2560,unconventional
2560,vampires
2560,wendigo
2560,wilderness
3074,atmospheric
3074,isolationist
3074,survivalist
3074,wilderness
3108,chivalrous
3108,compassionate
3108,quest
4105,ancient book
4105,black comedy
4105,campy
4105,cult horror
4105,dark humor
4105,demon possession
4105,demons
4105,evil spirits
4105,heroic
4105,isolation
4105,Necronomicon
4105,occult
4105,possession
4105,stylish
4105,undead
4105,wilderness
5673,happiness
5673,love
6511,biopic
6511,epic
6511,gospel
6511,historical
6511,Jesus Christ
6511,transcendental
6511,truth
8874,black comedy
8874,dark humor
8874,spoof
8874,undead
8874,zombies
8985,vampires
31696,spiritual warfare
47999,another gospel
47999,false gospel
47999,false prophets
47999,false teachers
47999,fanaticism
47999,radical
48678,atypical
48678,excessive
48678,repulsive
65126,holy bloodline
17,chick flick
17,hugh grant
17,romance
17,shakespeare
316,aliens
316,archaeology
316,military
